story_id,area,feature,user_story,expected_behavior_from_code,source_evidence,test_approach,story_status,initial_test_status,initial_errors,fix_status,retest_status,notes,row_type,parent_story_id,parent_feature,gap_category,priority,user_role,user_impact,acceptance_criteria,implementation_status
GAP-QD-VERIFY-001,quickd CLI,optional-signature release verification,"As a host operator using default unsigned releases, I want `quickd releases verify` to verify file integrity without requiring signatures unless signing is required.","When deploy.signing.required is false, unsigned manifests pass signature checks but still verify file count, byte count, and content hash; when signatures are present or required they are validated.",Gap audit against existing covered row QD-CLI-007 and current product UX; not a restatement of existing row.,"Acceptance criteria in `acceptance_criteria` must be exercised by focused unit/integration/CLI/TUI tests and, where applicable, smoke tests.",implemented,failed,Temp-root quickd admin smoke found `quickd releases verify` returned ok=false with `manifest is unsigned` for a default release.,fixed,passed,"Implemented in `server/internal/deploy/deploy.go`; regression in `server/internal/deploy/deploy_test.go`; validated by server tests, admin smoke, `just test-all`, Docker build, and container smoke. | Validation after this continuation: `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `zig build test`, `zig build terminal-test`, `cd sdk/js && bun test && bun run build`, and `just test-all` passed.",gap,QD-CLI-007,releases verification,safety-recovery,P0,Host operator,"Default installs could not use release verification successfully unless signing was enabled, making the verifier look broken.","Given a default unsigned release, `quickd releases verify --site demo` returns ok true; given deploy.signing.required true and an unsigned release, verify fails with an unsigned-manifest error; given a signed release that is tampered, verify fails.",done
GAP-HTTP-STATIC-001,HTTP static,custom 404 page,"As a site viewer, I want a site-authored `404.html` to appear for missing static routes so I get useful recovery links instead of a generic server page.","When a release contains `404.html` and no SPA fallback handles the missing path, quickd serves that file with HTTP 404 for GET and HEAD, preserves hardening, and does not expose dotfiles or symlink escapes.",Gap audit against existing covered row HTTP-STATIC-005 and current product UX; not a restatement of existing row.,"Acceptance criteria in `acceptance_criteria` must be exercised by focused unit/integration/CLI/TUI tests and, where applicable, smoke tests.",implemented,passed,,not-needed,not-needed,"Implemented in `server/internal/static/static.go`; covered by `TestCustom404PageAndDirectoryListingOrder`; focused static tests pass. | Validation after this continuation: `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `zig build test`, `zig build terminal-test`, `cd sdk/js && bun test && bun run build`, and `just test-all` passed.",gap,HTTP-STATIC-005,static files and SPA fallback,missing-state,P1,Site viewer,"A missing route shows a generic server 404 instead of the site-authored missing page, hurting navigation and trust.","Given a site release with `404.html`, when I request `/missing`, then the response status is 404 and the body is the custom page; when I send HEAD, then status is 404 and the body is empty; when a SPA fallback is configured, SPA fallback still takes precedence.",done
GAP-HTTP-STATIC-002,HTTP static,stable directory listing order,"As a viewer browsing a directory listing, I want directories and files sorted predictably so I can find content without guessing filesystem order.",Directory listings sort directories before files and sort names case-insensitively within each group while still hiding dotfiles and symlink escapes.,Gap audit against existing covered row HTTP-STATIC-007 and current product UX; not a restatement of existing row.,"Acceptance criteria in `acceptance_criteria` must be exercised by focused unit/integration/CLI/TUI tests and, where applicable, smoke tests.",implemented,passed,,not-needed,not-needed,"Implemented in `server/internal/static/static.go`; covered by `TestCustom404PageAndDirectoryListingOrder`; focused static tests pass. | Validation after this continuation: `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `zig build test`, `zig build terminal-test`, `cd sdk/js && bun test && bun run build`, and `just test-all` passed.",gap,HTTP-STATIC-007,apex/directory page and directory listings,discoverability,P2,Site viewer browsing a folder,Unsorted filesystem order makes directory listings feel random and hard to scan as files grow.,"Given a directory with `a-dir/`, `z-dir/`, `A.txt`, `readme.txt`, and `z.txt`, the rendered listing appears in that order and excludes hidden files.",done
GAP-API-UPLOADS-001,Host API,HEAD for uploaded objects,"As browser code, I want `HEAD /_quick/uploads/:id` to check an upload without downloading the body.","The uploads handler accepts HEAD for existing upload IDs, returns the same safe headers as GET, returns no body, and keeps authentication/site scoping unchanged.",Gap audit against existing covered row API-005 and current product UX; not a restatement of existing row.,"Acceptance criteria in `acceptance_criteria` must be exercised by focused unit/integration/CLI/TUI tests and, where applicable, smoke tests.",implemented,passed,,not-needed,not-needed,"Implemented in `server/internal/api/handler.go`; covered by `TestUploadHeadChecksStoredObject`; focused API tests pass. | Validation after this continuation: `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `zig build test`, `zig build terminal-test`, `cd sdk/js && bun test && bun run build`, and `just test-all` passed.",gap,API-005,uploads,missing-state,P2,Browser app checking an uploaded file,"Apps must download a file just to confirm it exists or inspect metadata, wasting bandwidth.","Given an uploaded text file, when a same-site authenticated caller sends HEAD to its upload URL, then the response is 200, has text/plain content type, and contains no body; missing IDs still return not found.",done
GAP-CLI-CONFIG-001,CLI,resolved config/profile introspection,"As an operator, I want a command to show the resolved config/profile/target with source precedence so I can confirm where commands will run before mutating anything.","`quick config show --json` or equivalent prints config file path, active profile, site, remote, root, domain/base URL, and source for each resolved value without exposing secrets.","Added `quick config show` command in `src/cli/commands.c` and `src/cli/commands_openquick.c`; updated `opencli.json`, `README.md`, and `docs/design/WORKFLOW.md`.",CLI contract covers help and `quick config show --json --profile lab --site lunch-vote --subdomain lunch-vote` with env-sourced remote/domain; `zig build test` passes.,implemented,passed,,not-needed,not-needed,"Implemented resolved config/profile/target introspection with JSON/human output, config path, site/profile/subdomain/remote/root/domain/base URL/URL/IAP, and source-precedence metadata. Validated via OpenCLI contract and CLI tests.",gap,CLI-GLOBAL-004,config path override,settings,P1,Operator debugging multiple profiles,"Users cannot easily tell which profile, config file, env var, or quick.json value won, causing deploys to target the wrong host.","With flags, env vars, quick.json, and profile config set, the command reports the final value and source for each deploy-relevant field; secrets are redacted; exit is nonzero for invalid config.",done
GAP-CLI-INIT-001,CLI init,safe init into non-empty/existing directories,"As a site creator with an existing static folder, I want init to show conflicts and support a deliberate adopt/force flow so OpenQuick metadata can be added safely.","Init detects existing files, lists exact conflicts, writes only missing metadata in adopt mode, and requires an explicit flag before overwriting generated files.","Added `quick init --adopt`, conflict preflight in `src/cli/commands_init.c`, core adopt-safe writing in `src/core/ops.{h,c}`, and updated `opencli.json`.","CLI contract verifies re-init reports exact conflicts and `--adopt`, then `quick init --adopt` succeeds without overwriting existing files; `zig build test` passes.",implemented,passed,,not-needed,not-needed,Implemented safe init conflict detection and adopt mode: normal init refuses existing scaffold paths before writing anything and lists conflicts; adopt mode writes only missing OpenQuick metadata.,gap,CLI-INIT-001,initialize current directory,incomplete-flow,P1,Site creator importing an existing static folder,Users with existing HTML folders cannot safely adopt OpenQuick without guessing what will be overwritten.,"Given a folder with index.html, `quick init` reports the conflict and does not overwrite it; `quick init --adopt` writes quick.json/AGENTS/docs without changing index.html; `--force` overwrites only documented generated files.",done
GAP-CLI-INIT-002,CLI init,template discovery,"As a first-time creator, I want to list available templates and preview their purpose before choosing one.","`quick init --template list` or `quick templates` prints template names, descriptions, generated files, and whether SDK APIs are demonstrated.","Implemented `quick templates` and `quick init --template list` in `src/cli/commands_init.c`; registered command/options in `src/cli/commands.c`, updated `opencli.json`, README, and workflow docs.","CLI contract verifies template list includes blank/realtime and sdk_demo metadata, and invalid `--template realtim` suggests realtime plus list commands; `zig build test` passes.",implemented,passed,,not-needed,not-needed,"Implemented template discovery and invalid-template suggestions with names, descriptions, generated files, and SDK demo flags in human/JSON modes.",gap,CLI-INIT-003,blank template,discoverability,P2,First-time site creator,Users must know template names in advance and cannot discover bundled examples from the CLI.,The list includes blank and realtime; invalid template errors suggest the closest valid template and how to list them.,done
GAP-CLI-INIT-003,CLI init,first-run profile/onboarding guidance,"As a new user, I want init output and generated docs to guide me to local preview and host setup when no profile exists.","If no default profile exists, init output includes `quick serve --dev`, `quick serve install`, and `quick deploy --dry-run` next steps; generated AGENTS/docs explain unbound state.",Updated init CLI output in `src/cli/commands_init.c` and scaffold agent guide in `src/core/ops.c`.,"CLI contract verifies first-run init output includes `quick serve --dev`, `quick serve install --profile`, and `quick deploy --dry-run`; scaffold docs include the same guidance; `zig build test` passes.",implemented,passed,,not-needed,not-needed,"Implemented first-run onboarding: unbound init output points to local dev preview, host install, and dry-run deploy; generated AGENTS.md includes the local preview and host install loop. JSON includes first_run_guidance.",gap,CLI-INIT-006,generated agent/API docs,first-run-onboarding,P1,First-time user,"After scaffolding, unbound users may not know how to preview locally or create a host profile.","With isolated empty config, `quick init demo --plain` prints local preview and host setup next steps; with a default profile, it still prints deploy next steps without noise.",done
GAP-CLI-DEPLOY-001,CLI deploy,rollback bad deploy,"As a deployer, I want to roll a site back to the previous or selected release so I can recover quickly after publishing a broken site.","CLI and quickd expose rollback that lists candidate releases, requires confirmation for mutation, swaps current atomically, records audit, and reports the restored URL/release.","Implemented rollback across `server/internal/deploy/deploy.go`, `server/cmd/quickd/main.go`, `src/core/ops.{h,c}`, `src/cli/commands*.c`, `opencli.json`, `README.md`, and `docs/design/WORKFLOW.md`.",Regression tests: `TestRollbackSwitchesCurrentAndRecordsAudit`; CLI contract fake-SSH rollback confirmation/json path; full `zig build test`.,implemented,passed,,not-needed,not-needed,"Implemented rollback command for quickd and quick CLI: defaults to previous release or `--to <release>`, requires CLI typed confirmation unless `--yes`, atomically swaps current/previous, verifies target release, records rollback audit as `rollback:<deployer>`, updates OpenCLI contract/docs. Validated by deploy package tests and `zig build test`.",gap,CLI-DEPLOY-004,folder deploy via SSH and rsync,safety-recovery,P0,Deployer recovering production site,"A bad deploy cannot be reverted with the product, leaving users to manually edit symlinks on the host.","Given two releases, `quick rollback SITE --to RELEASE --yes --json` makes current point at RELEASE, preserves the replaced release as previous, records deployer/audit metadata, and the site serves the old content.",done
GAP-CLI-DEPLOY-002,CLI deploy,cleanup cancelled/failed staging,"As a deployer, I want cancelled or failed deploys to clean up staging or clearly tell me what remains.","On cancellation/failure after prepare, the CLI asks quickd to remove incoming staging when safe, and reports cleanup success/failure.",Implemented `quickd deploy cleanup`/`Service.CleanupIncoming` plus CLI deploy cleanup attempts after prepared-staging failures/cancellations in `src/core/ops.c` and failure reporting in `src/cli/commands_deploy.c`.,Service test verifies cleanup removes prepared `.incoming/<deploy_id>`; CLI contract simulates rsync transfer failure after prepare and verifies cleanup command succeeds and output reports cleaned staging; focused Go tests and `zig build test` pass.,implemented,passed,,not-needed,not-needed,"Implemented remote staging cleanup after prepare when overwrite confirmation aborts, cancellation occurs before/after transfer, transfer/extract fails, or activation fails. Cleanup failure messages include remaining staging path and exact cleanup command.",gap,CLI-DEPLOY-004,folder deploy via SSH and rsync,safety-recovery,P1,Deployer cancelling a deploy,Cancelled deploys can leave incoming staging directories that confuse operators or waste disk.,Simulate cancellation after prepare: staging is removed or output includes the exact cleanup command/path; a later deploy is unaffected.,done
GAP-CLI-DEPLOY-003,CLI deploy,dry-run transfer diff summary,"As a deployer, I want dry-run to summarize files added, changed, deleted, excluded, and total bytes so I can review before publishing.",Dry-run produces a bounded human summary and full JSON detail from rsync dry-run/planning without activating a release.,"Implemented dry-run transfer diff summary in `src/cli/commands_deploy.c`, persisted successful deploy manifests under `.quick/deployments/<profile>.manifest`, and documented behavior in README/workflow docs.","CLI contract creates a prior manifest plus new/changed/deleted/excluded paths; JSON dry-run asserts added/changed/deleted/excluded arrays, and human dry-run asserts destructive delete warning; `zig build test` passes.",implemented,passed,,not-needed,not-needed,"Implemented local transfer diff summary for dry-run: added, changed, deleted, and excluded path categories; human output highlights destructive deletes and JSON exposes category arrays/counts for automation.",gap,CLI-DEPLOY-003,dry run,incomplete-flow,P1,Deployer reviewing changes before publish,Dry-run output says what command would run but not which files/delete/size changes matter.,"For a site with one new file, one changed file, one excluded .env, and one deletion, dry-run JSON reports each category and the human output calls out destructive deletes.",done
GAP-CLI-DEPLOY-004,CLI deploy,retry transient transfer errors,"As a deployer, I want transient prepare/transfer/activate failures to include retry guidance and safe retry behavior.","Deploy distinguishes transient connection failures from validation failures, preserves idempotent safety, and suggests retry or cleanup.","Implemented CLI transient transfer failure guidance in `src/cli/commands_deploy.c`, with transfer phase reporting, cleanup status, and retry guidance; core cleanup was already in deploy failure path.","CLI contract fake rsync exits with `network down`; assertions cover stderr containing network error, `phase transfer`, cleanup success, and `rerun quick deploy`; `zig build test` passes.",implemented,passed,,not-needed,not-needed,"Implemented actionable retry output for transient transfer failures: failed phase, cleanup result, and clear rerun guidance when staging was cleaned.",gap,CLI-DEPLOY-004,folder deploy via SSH and rsync,missing-state,P2,Deployer on unstable network,A transient SSH/rsync failure forces the user to restart without guidance.,"When rsync exits with a network error, output identifies transfer phase, says whether staging was cleaned, and a second deploy can succeed without manual host repair.",done
GAP-CLI-SERVE-001,CLI serve,port-in-use recovery,"As a local developer, I want `quick serve --dev` to explain port conflicts and suggest another port.","Port bind failures detect address-in-use, mention the occupied port, and suggest `--port` with a free candidate; JSON includes error code `port_in_use`.",Implemented listen error handling in `server/cmd/quickd/main.go` for dev server bind failures.,Regression test `TestServeDevPortInUseSuggestsRecovery` reserves a loopback port and verifies the error names address-in-use and suggests `quick serve --dev --port`; focused Go test passes.,implemented,passed,,not-needed,not-needed,"Implemented friendly port-in-use recovery for quickd dev serving: pre-listens to detect EADDRINUSE, reports occupied port, and suggests a free `quick serve --dev --port` alternative plus direct quickd --listen form.",gap,CLI-SERVE-001,local dev server,error-state,P1,Local site developer,"If the dev port is occupied, users get a low-level bind error rather than a next action.","Start a listener on 9366, run serve dev, and assert the error names port 9366 and suggests a replacement.",done
GAP-CLI-LIST-001,CLI list,search/filter/sort large site lists,"As an operator with many sites, I want list to sort/filter/search by name, profile, public flag, stale state, and deployer.",`quick list` supports stable sort and filters in human and JSON modes without changing default output shape unexpectedly.,"Implemented list view filtering/sorting in `src/cli/commands_list.c`, added `--filter`/`--sort` command metadata in `src/cli/commands.c`, regenerated `opencli.json`, and updated README/workflow docs.",CLI contract fake remote returns mixed rows; `quick list --remote --filter demo --sort updated --json` asserts filter metadata and excludes non-matching zeta row; `zig build test` passes.,implemented,passed,,not-needed,not-needed,"Implemented deterministic list filtering and sorting across parsed local/remote rows; JSON now includes filter query, sort key, total, and matched counts.",gap,CLI-LIST-002,remote site records,discoverability,P2,Operator with many sites,Large host lists become hard to scan and scripts must do extra filtering.,"Given mixed local/remote rows, filters return only matching rows, sort order is deterministic, and JSON includes applied filter metadata.",done
GAP-CLI-LIST-002,CLI list,remote error state alongside local data,"As an operator, I want list to show local data plus a clear remote-error state when the host cannot be reached.","Remote failures set remote_ok false, include phase/error/remediation in JSON, and mark local rows stale in human output.","Added remote error fields to `quick_list_result_t`/`quick_op_list` and emitted `remote_ok`, `remote_requested`, and `remote_error` in `src/cli/commands_list.c`.","CLI contract fake-SSH test verifies `quick list --remote --json` exits successfully with local/empty data plus `remote_ok:false`, `remote_error`, and `sites`; `zig build test` passes.",implemented,passed,,not-needed,not-needed,Implemented non-fatal remote list failures with phase/error/remediation metadata; JSON preserves local/empty site data and human output prints stale/remediation details.,gap,CLI-LIST-002,remote site records,error-state,P1,Operator checking host state while offline,"When remote listing fails, users need to know local rows may be stale instead of seeing silence or partial truth.","With fake ssh failure, list exits according to documented policy and JSON includes remote_requested true, remote_ok false, error detail, and any local rows marked stale.",done
GAP-CLI-DELETE-001,CLI delete,recover recently deleted site,"As an operator, I want a short recovery window or explicit archive for deleted sites so accidental deletion can be reversed.","Delete moves site data to a time-limited trash/archive or emits a restorable backup path, and a restore command can recover it before purge.","Implemented delete archive/restore in `server/internal/deploy/deploy.go`, `quickd sites restore|purge`, top-level `quick restore`, OpenCLI contract, README, and workflow docs.","Deploy service test deletes to archive, restores current release/catalog, and purges an archive; CLI contract verifies delete JSON includes archive and `quick restore --from ... --yes --json` restores; focused Go tests and `zig build test` pass.",implemented,passed,,not-needed,not-needed,"Implemented recovery for mistaken deletes: delete moves site/uploads into `.trash/sites/<site>-<timestamp>`, reports archive path and restore command, `quick restore`/`quickd sites restore` restores files and catalog, and quickd purge permanently removes an archive.",gap,CLI-DELETE-001,remote site deletion confirmation,safety-recovery,P1,Operator recovering accidental deletion,Typed confirmation reduces accidents but does not help after a mistaken deletion.,"After `quick delete demo --yes`, `quick restore demo --from <archive>` restores current release/catalog; purge permanently removes the archive.",done
GAP-CLI-PUBLIC-001,CLI public,actionable public scan findings,"As an operator, I want public-static scan failures to list file paths and matched patterns so I can fix them safely.",Public-on and public-site deploy failures include bounded scan findings in human/JSON output without leaking file contents.,"Implemented with `scan.FormatFindings`, `deploy.validatePublicRelease`, and `quickd sites public` error path in `server/cmd/quickd/main.go`.","Regression tests: `TestFormatFindings`, public deploy rejection assertion in deploy tests, and `TestSitesPublicReportsScanFindings`.",implemented,passed,,not-needed,not-needed,Implemented actionable scan findings for public-static enable/deploy failures; errors include bounded `file matched pattern` details. Focused Go tests pass.,gap,CLI-PUBLIC-002,enable public-static with scan,validation-messages,P1,Operator making a site public,"Public enable/deploy rejection can say only that APIs are used, leaving users to hunt through files.","Given a release with `fetch(""/_quick/identity"")`, `quick public SITE on --json` returns status/fail with findings including file and pattern; human output shows remediation.",done
GAP-CLI-DOMAIN-001,CLI domain,DNS/TLS readiness check,"As an operator, I want domain add/list to show DNS and TLS readiness so I know when the domain can be used.","Domain commands optionally check DNS target, Caddy ask endpoint, and HTTPS reachability; JSON includes pending/ok/fail statuses.",Implemented domain readiness payloads in `server/cmd/quickd/main.go`; `quickd domains list` now returns each domain with DNS/TLS readiness and remediation. README/workflow docs updated.,"Go unit test injects DNS lookup success and failure into readiness assessment, asserting ok status for mapped host and fail/remediation for missing host; `cd server && go test -count=1 ./cmd/quickd` passes.",implemented,passed,,not-needed,not-needed,Implemented host-side domain readiness metadata: DNS success returns ok with addresses; DNS failure returns fail with remediation and pending TLS.,gap,CLI-DOMAIN-002,add custom domain,missing-state,P2,Operator adding a domain,Adding a domain to the catalog does not tell the user whether DNS and TLS are ready.,"For a domain with no DNS, list shows pending/fail with remediation; for a mapped test host, status is ok.",done
GAP-TUI-SETTINGS-001,TUI,unsaved settings warning,"As an interactive operator, I want a warning before leaving edited settings that have not been written.","Profile and site config screens track dirty state, mark unsaved fields, and confirm before Back/Esc/Exit discards changes.",Implemented dirty profile tracking and unsaved-changes decision menu in `src/tui/tui_screen_config.c`; documented TUI behavior in README and workflow docs.,"Ghostty VT terminal scenario edits a profile ssh field, backs out, verifies `UNSAVED PROFILE CHANGES`, chooses cancel, verifies the edit remains, then discards; `zig build terminal-test` passes.",implemented,passed,,not-needed,not-needed,Implemented unsaved profile warning with save/discard/cancel; cancel returns to the editor with the in-memory edit intact.,gap,TUI-007,Settings profile editor,unsaved-changes,P1,Interactive operator editing settings,Users can navigate away after editing in-memory settings without realizing changes were not written.,"Edit a profile field, press Back, and assert the TUI asks to save/discard/cancel; choosing cancel returns to the editor with the edit intact.",done
GAP-TUI-DEPLOY-001,TUI,deploy cancel cleanup status,"As an interactive deployer, I want cancelling a deploy to report whether remote staging was cleaned and what to do next.","TUI cancel sets the deploy cancel flag, attempts safe cleanup if prepared, and shows cleanup result/remediation.",Implemented TUI deploy cancellation cleanup messaging in `src/tui/tui_screen_deploy.c`; mapped rsync 130/143 transfer exits to cancellation in `src/core/ops.c`; added terminal fake harness coverage and docs.,"Ghostty VT fake harness makes first rsync return 130 after prepare, asserts `DEPLOY CANCELLED` plus `remote staging cleaned`, then reruns deploy and asserts `DEPLOY COMPLETE`; `zig build terminal-test` passes.",implemented,passed,,not-needed,not-needed,Implemented cancelled deploy modal with cleanup status/path. Transfer cancellation exits now trigger cleanup and a retry can deploy successfully in the TUI harness.,gap,TUI-003,Deploy screen,safety-recovery,P1,Interactive deployer cancelling progress,The TUI can cancel progress but users need clear cleanup status and retry safety.,"Cancel during transfer in a fake harness; modal says cancelled, staging cleaned or exact path remains, and a follow-up deploy succeeds.",done
GAP-TUI-A11Y-001,TUI,accessible non-fullscreen fallback,"As a screen-reader user, I want every TUI action to have an equivalent plain CLI path advertised from the TUI/help.",Help/About and screen footers list CLI equivalents for current actions; docs explain headless/no-TUI workflow.,Added CLI-equivalent command hints to TUI main menu descriptions and Help keybindings in `src/tui/tui_app.c`; README/workflow docs updated.,Ghostty VT test asserts main menu exposes `CLI: quick list --remote` and Help includes `CLI equivalents`; `zig build terminal-test` passes.,implemented,passed,,not-needed,not-needed,Implemented discoverable non-fullscreen fallback commands in TUI menu/help so workflows can be continued via CLI without mouse/color dependence.,gap,TUI-001,main menu navigation,accessibility,P2,Keyboard/screen-reader user,Full-screen terminal UI may be hard for screen readers even when CLI commands exist.,"In TUI help and each major screen, the user can discover the matching CLI command without using mouse or color.",done
GAP-QD-RELEASES-001,quickd CLI,release history listing,"As a host operator, I want quickd to list releases with current/previous markers, deployer, time, files, bytes, and verification status.",`quickd releases list --site SITE --json` returns ordered release metadata and verification summaries; human output is stable.,"Implemented `Service.ListReleases`, `store.DeploysForSite`, and `quickd releases list --site SITE --json` in `server/internal/deploy`, `server/internal/store`, and `server/cmd/quickd/main.go`.",Regression tests: deploy rollback/history test checks current/previous/deployer/created_at/verification; quickd command test `TestReleasesListCommandReportsHistory`; focused Go tests pass.,implemented,passed,,not-needed,not-needed,"Implemented release history listing with ordered release records, current/previous markers, latest deployer/audit time per release, and verification status/summary.",gap,QD-CLI-007,releases verification,discoverability,P1,Host operator auditing releases,Verify can check releases but users cannot list release history without filesystem access.,"After three deploys, releases list marks current and previous, includes metadata from manifests/store, and supports selecting a release for rollback.",done
GAP-QD-AUDIT-001,quickd CLI,export audit log,"As a host operator, I want to export deploy/domain/public/admin audit events for review.","An admin audit command streams JSONL/CSV with time, actor, action, site, release/domain, and source metadata.","Added `audit_events` storage, redacting `RecordAudit`/`ExportAudit`, mutation hooks for deploy/public/domain/delete in `server/internal/store/store.go`, and `quickd audit export --json` in `server/cmd/quickd/main.go`.","Go test performs deploy, public, domain, and delete actions, exports audit JSON, asserts chronological actions and secret-like SSH key metadata redaction; `cd server && go test -count=1 ./cmd/quickd ./internal/store` passes.",implemented,passed,,not-needed,not-needed,Implemented host audit export with chronological events and secret-like metadata redaction.,gap,QD-CLI-008,admin stats,safety-recovery,P2,Security-conscious host operator,Stats show recent deploys but not a complete exportable audit trail.,"After deploy/domain/public/delete actions, audit export contains each event in chronological order and redacts secrets.",done
GAP-HTTP-STATIC-003,HTTP static,precompressed asset serving,"As a viewer, I want precompressed `.br`/`.gz` assets to be served when my browser supports them.","If `app.js.br` or `app.js.gz` exists and Accept-Encoding allows it, quickd serves it with Content-Encoding, correct Vary, and the original content type.","Implemented precompressed static asset negotiation in `server/internal/static/static.go` for `.br`/`.gz`, setting `Content-Encoding` and `Vary: Accept-Encoding`; docs updated.","Static handler test writes `app.js.br`, requests `Accept-Encoding: br, gzip`, asserts br body/header/Vary, then requests without encoding and asserts fallback to original; `cd server && go test -count=1 ./internal/static` passes.",implemented,passed,,not-needed,not-needed,Implemented precompressed asset serving with brotli preferred over gzip and normal fallback when no accepted variant exists.,gap,HTTP-STATIC-005,static files and SPA fallback,performance,P2,Site viewer on slow network,Large static assets are sent uncompressed unless the edge handles them.,"Request `/app.js` with `Accept-Encoding: br`; response serves `/app.js.br`, sets `Content-Encoding: br`, `Vary: Accept-Encoding`, and falls back when absent.",done
GAP-HTTP-STATIC-004,HTTP static,friendly permission/error pages,"As a viewer, I want site-branded or at least useful error pages for denied and unavailable content.","403/401/500 paths can use safe site error pages or a consistent OpenQuick page with recovery links, while preserving status codes.","Implemented friendly forbidden static error handling in `server/internal/static/static.go`, including optional site `403.html` and a generic no-leak OpenQuick fallback page with home recovery link; README documents `403.html`/`404.html`.","`cd server && go test -count=1 ./internal/static` covers symlink escape returning 403 with fallback recovery link, custom site `403.html`, no leaked outside path, and existing custom 404 behavior.",implemented,passed,,not-needed,not-needed,Implemented friendly 403 static pages while preserving status codes and avoiding filesystem path leakage.,gap,HTTP-STATIC-006,path and symlink hardening,permission-denied,P3,Site viewer hitting denied content,Forbidden/not found errors are plain server text and do not help viewers navigate back.,Request a symlink escape and receive 403 with no leaked path details plus a recovery link or site 403 page.,done
GAP-IDENTITY-001,Identity,friendly permission denied state,"As a viewer denied by identity policy, I want a clear permission-denied page or JSON error explaining the next step.",Browser navigation receives a non-leaky HTML page for static/directory requests; API requests receive structured JSON with code and remediation.,Implemented friendly permission-denied renderer in `server/internal/static/static.go` for browser/static/directory requests while preserving JSON for `/_quick/*` APIs.,Static handler test verifies non-loopback denied browser navigation gets a non-leaky HTML access page and API path gets structured JSON; focused static tests pass.,implemented,passed,,not-needed,not-needed,Implemented friendly access-required HTML for navigation/directory denials and kept API denials JSON with original identity error.,gap,IDENTITY-005,Cloudflare Access JWT,permission-denied,P1,Viewer outside allowed identity,"A raw unauthorized error does not tell users whether to sign in, switch accounts, or ask an admin.","Anonymous/denied static request returns 401/403 with text/html recovery page; `/_quick/*` returns JSON `{error,code,remediation}` without trusting spoofed headers.",done
GAP-API-DB-001,Host API,DB pagination,"As browser code, I want paginated document lists so large collections load predictably.","DB list accepts `limit` and cursor parameters, returns documents plus `next_cursor` and stable ordering, and enforces max limits.","Implemented DB pagination in `server/internal/store/store.go` and `server/internal/api/handler.go` with `limit`, `cursor`, stable created_at/id ordering, `next_cursor`, max limit clamp, and invalid-cursor 400 handling.",API integration test paginates DB documents across limit/cursor pages and verifies bad cursors return 400; focused Go API/store tests pass.,implemented,passed,,not-needed,not-needed,Implemented paginated document list endpoint with stable cursor-based ordering and bounded limit.,gap,API-003,DB create/list/get,end-of-list,P1,Site author with many documents,Listing all documents does not scale and gives no end-of-list marker.,"With 101 docs and limit 50, first response has 50 docs and next_cursor, second has next 50, third has 1 and no next_cursor; invalid limits return 400.",done
GAP-API-DB-002,Host API,DB filter/sort queries,"As browser code, I want safe server-side filter and sort options for simple document fields.","DB list supports a small documented query DSL with allowlisted operators, stable sort, per-site isolation, and injection-safe storage behavior.",Implemented DB list equality filtering and deterministic sort handling in `server/internal/api/handler.go`; README documents supported filter/sort keys.,"API integration test creates closed/open documents, requests `filter={""status"":""open""}&sort=-created_at`, asserts only open documents in descending order, and verifies unsupported operator returns 400; `cd server && go test -count=1 ./internal/api` passes.",implemented,passed,,not-needed,not-needed,"Implemented top-level JSON equality filters and sort keys `created_at`, `updated_at`, `id` (with `-` descending); unsupported nested/operator filters are rejected.",gap,API-003,DB create/list/get,search-filter-sort,P2,Site author building tables/search,Apps must fetch every document to filter or sort client-side.,Filter by status and sort by created_at returns only matching site documents in the requested order; unsupported operators return validation errors.,done
GAP-API-DB-003,Host API,optimistic concurrency,"As browser code, I want revision/ETag preconditions for updates so users do not lose work.",Documents include revision/updated_at tokens; PUT/PATCH/DELETE accept If-Match or revision and return 409 on stale writes.,Implemented document `revision`/ETag generation and If-Match/query revision precondition checks in `server/internal/api/handler.go`.,"API integration test verifies create returns revision/ETag, matching If-Match update succeeds, stale If-Match returns 409 `revision_mismatch`, and delete accepts current revision; focused API tests pass.",implemented,passed,,not-needed,not-needed,"Implemented optimistic concurrency for DB writes: documents expose revision, single-document responses set ETag, PATCH/PUT/DELETE honor If-Match or `revision` query, and stale writes return structured 409 conflict.",gap,API-004,DB update/patch/delete,safety-recovery,P1,Collaborative app author,Concurrent edits can overwrite each other without warning.,Two clients read a doc; client A updates; client B update with old revision gets 409 and current revision in response.,done
